exp_name,task_type,hashed_id,joint_id_task,task_name,task_number,attempt_number,num_actions,solved,test_output_grid,first_written_solution,last_written_solution,complete,normalized_num_actions
pilot,training,e7991fb1319e21785e67a474d48dae84,e7991fb1319e21785e67a474d48dae84_dc1df850.json,dc1df850.json,4,1,30,true,|0111000070|0121000000|0111001110|0000001210|0000001110|0700000000|0000111000|0000121000|0000111000|0000000005|,Fill in each square that is directly connected to the red input squares only.,Fill in each square that is directly connected to the red input squares only.,true,0.763636
pilot,training,e7991fb1319e21785e67a474d48dae84,e7991fb1319e21785e67a474d48dae84_dc433765.json,dc433765.json,5,1,20,true,|00000000000|00000000000|00000000000|00030000000|00000000000|00000000000|00000000000|00000000000|00040000000|00000000000|00000000000|,"Do not copy input, move green input one square towards the yellow input square.","Do not copy input, move green input one square towards the yellow input square.",true,1.728395
pilot,training,64d8f9a8fc1d270821b3803911f91ff0,64d8f9a8fc1d270821b3803911f91ff0_d4469b4b.json,d4469b4b.json,3,1,18,true,|050|555|050|,"For an input with blue squares, the output is black on the corners, and gray in the middle portions.","For an input with blue squares, the output is black on the corners, and gray in the middle portions.",true,1.250000
pilot,training,64d8f9a8fc1d270821b3803911f91ff0,64d8f9a8fc1d270821b3803911f91ff0_d43fd935.json,d43fd935.json,4,1,17,true,|0002000000|2002000000|0002000200|6002000000|0002000600|0002000000|6633000000|0033000000|0006000200|0006060000|,Only a colored square intersecting the green area horizontally or vertically will have a matching square or squares placed in between the two.,Only a colored square intersecting the green area horizontally or vertically will have a matching square or squares placed in between the two.,true,0.812287
expv0,training,9a0d9fcb2f0772dd8ac4d42605f1d866,9a0d9fcb2f0772dd8ac4d42605f1d866_025d127b.json,025d127b.json,7,1,19,true,|0000000000|0044444400|0040000040|0004000004|0000400004|0000444444|0000000000|0000000000|0000000000|0000000000|,"we squish and deform the shapes toward the right, while retaining the bottom and rightmost edges. though i'm guessing on the exact rules for the deformation.","we squish and deform the shapes toward the right, while retaining the bottom and rightmost edges. though i'm guessing on the exact rules for the deformation.",true,0.681614
expv0,training,9a0d9fcb2f0772dd8ac4d42605f1d866,9a0d9fcb2f0772dd8ac4d42605f1d866_31aa019c.json,31aa019c.json,8,1,46,true,|0000000000|0000000000|0000000000|0000000000|0000000000|0000222000|0000292000|0000222000|0000000000|0000000000|,"eliminate all the tiles except the one lonely color, then highlight it with red.","eliminate all the tiles except the one lonely color, then highlight it with red.",true,1.601266
expv0,training,9a0d9fcb2f0772dd8ac4d42605f1d866,9a0d9fcb2f0772dd8ac4d42605f1d866_150deff5.json,150deff5.json,9,1,22,true,|00880222000|00880020000|02228820000|00008820000|00022200000|00000880000|00000880000|00000000000|,color any 2x2 squares cyan; any 1x3 lines red.,color any 2x2 squares cyan; any 1x3 lines red.,true,0.616822
expv0,training,9a0d9fcb2f0772dd8ac4d42605f1d866,9a0d9fcb2f0772dd8ac4d42605f1d866_3aa6fb7a.json,3aa6fb7a.json,10,1,10,true,|0000088|8800018|8100000|0008100|0008800|1800000|8800000|,complete the squares with blue dots.,complete the squares with blue dots.,true,0.611354
expv0,training,f52e60932613eae87a17b9d58bbc3e4c,f52e60932613eae87a17b9d58bbc3e4c_3aa6fb7a.json,3aa6fb7a.json,1,1,12,true,|0000088|8800018|8100000|0008100|0008800|1800000|8800000|,"Where three corners of light blue cells intersect, a dark blue cell appears.","Where three corners of light blue cells intersect, a dark blue cell appears.",true,0.733624
expv0,training,f52e60932613eae87a17b9d58bbc3e4c,f52e60932613eae87a17b9d58bbc3e4c_444801d8.json,444801d8.json,2,1,35,true,|4444400000|1141100000|1444100000|1444100000|1111100000|0000777770|0000117110|0000177710|0000177710|0000111110|,Colors grow to fill the rooms and the line in front of the door.,Colors grow to fill the rooms and the line in front of the door.,true,0.661337
expv0,training,f52e60932613eae87a17b9d58bbc3e4c,f52e60932613eae87a17b9d58bbc3e4c_97999447.json,97999447.json,3,1,28,true,|00000000|00035353|00454545|00000000|00008585|00000000|00025252|00000000|00000000|,"Pattern extends horizontally to the right, with alternating grays.","Pattern extends horizontally to the right, with alternating grays.",true,0.908555
expv0,training,f52e60932613eae87a17b9d58bbc3e4c,f52e60932613eae87a17b9d58bbc3e4c_7ddcd7ec.json,7ddcd7ec.json,4,1,14,true,|0000000080|0000000800|0000008000|0000080000|0008800000|0008800000|0080080000|0800008000|8000000800|0000000080|,Lone singles extend diagonally away from large 2x2.,Lone singles extend diagonally away from large 2x2.,true,0.711864
expv0,training,f52e60932613eae87a17b9d58bbc3e4c,f52e60932613eae87a17b9d58bbc3e4c_62c24649.json,62c24649.json,5,1,39,true,|110011|032230|330033|330033|032230|110011|,3x3 pattern is mirrored horizontally and vertically to create a 6x6 pattern.,3x3 pattern is mirrored horizontally and vertically to create a 6x6 pattern.,true,1.011111
expv0,training,f52e60932613eae87a17b9d58bbc3e4c,f52e60932613eae87a17b9d58bbc3e4c_6150a2bd.json,6150a2bd.json,6,1,15,true,|004|086|536|,Entire pattern is mirrored diagonally.,Entire pattern is mirrored diagonally.,true,0.993976
expv0,training,f52e60932613eae87a17b9d58bbc3e4c,f52e60932613eae87a17b9d58bbc3e4c_39a8645d.json,39a8645d.json,7,1,11,true,|020|222|220|,Pattern is the the smaller pattern that appears the greatest number of times.,Pattern is the the smaller pattern that appears the greatest number of times.,true,0.785714
expv0,training,f52e60932613eae87a17b9d58bbc3e4c,f52e60932613eae87a17b9d58bbc3e4c_47c1f68c.json,47c1f68c.json,9,1,36,true,|003000000300|030000000030|303000000303|003000000300|003300003300|000000000000|000000000000|003300003300|003000000300|303000000303|030000000030|003000000300|,New pattern takes on the color of the center cross. The new pattern is the smaller pattern mirrored four ways. Dimensions of the new pattern are one less in each direction than the input pattern.,New pattern takes on the color of the center cross. The new pattern is the smaller pattern mirrored four ways. Dimensions of the new pattern are one less in each direction than the input pattern.,true,0.720000
expv0,training,f52e60932613eae87a17b9d58bbc3e4c,f52e60932613eae87a17b9d58bbc3e4c_5c0a986e.json,5c0a986e.json,10,1,13,true,|0001000000|0000100000|0000010000|0000001100|0000001100|0022000000|0022000000|0000200000|0000020000|0000002000|,Red extends diagonally down and right. Blue extends diagonally up and left.,Red extends diagonally down and right. Blue extends diagonally up and left.,true,0.831395
expv0,training,9a0d9fcb2f0772dd8ac4d42605f1d866,9a0d9fcb2f0772dd8ac4d42605f1d866_228f6490.json,228f6490.json,4,1,23,true,|0055555002|2057775000|0055755000|0055555000|0055555002|0000020200|0000000000|0005555555|0205444555|2005555555|,the shapes fit into the holes.,the shapes fit into the holes.,true,0.603675
expv0,training,9a0d9fcb2f0772dd8ac4d42605f1d866,9a0d9fcb2f0772dd8ac4d42605f1d866_e50d258f.json,e50d258f.json,5,1,26,true,|281|888|218|882|281|188|,"this is another weird one, but it seems to crop to the structure with the most red in it.","this is another weird one, but it seems to crop to the structure with the most red in it.",true,1.040000
expv0,training,9a0d9fcb2f0772dd8ac4d42605f1d866,9a0d9fcb2f0772dd8ac4d42605f1d866_f76d97a5.json,f76d97a5.json,6,1,14,true,|00030|03000|03303|00030|33300|,"the colors swap, except instead of gray we use black.","the colors swap, except instead of gray we use black.",true,0.563218
expv3,training,348277d6d49390bddfed9ee67024a9ca,348277d6d49390bddfed9ee67024a9ca_a699fb00.json,a699fb00.json,1,1,13,true,|0121000000|0000000000|0012121210|0000000000|0121000000|0000012100|0000000000|0001210000|0000000000|0000000000|,Fill in a red square between two blue squares if there is a black square.,Fill in a red square between two blue squares if there is a black square.,true,0.787879
expv3,training,31a818b33a93e222cc78dbfe1a8bc7fd,31a818b33a93e222cc78dbfe1a8bc7fd_7e0986d6.json,7e0986d6.json,3,1,24,true,|00000000000055550|00000000000055550|05555555500055550|05555555500055550|05555555500055550|05555555500055550|05555555500055550|05555555500000000|00000000000000000|00000000000000000|00000055555500000|00000055555500000|,remove all colors in grey boxes,remove all colors in grey boxes,true,0.402235
expv3,training,348277d6d49390bddfed9ee67024a9ca,348277d6d49390bddfed9ee67024a9ca_a48eeaf7.json,a48eeaf7.json,2,1,15,true,|0000000000|0000000000|0000000000|0000000000|0000000000|0050500000|0022500000|0022000000|0050000000|0000000000|,"Move the gray squares in one cardinal direction directly towards the closest red cell. If the gray cell is diagonal to the closest cell, move it diagonally and do not place adjacent to a red cell.","Move the gray squares in one cardinal direction directly towards the closest red cell. If the gray cell is diagonal to the closest cell, move it diagonally and do not place adjacent to a red cell.",true,0.828729
expv3,training,348277d6d49390bddfed9ee67024a9ca,348277d6d49390bddfed9ee67024a9ca_a65b410d.json,a65b410d.json,3,1,24,true,|333333300|333333000|222220000|111100000|111000000|110000000|100000000|000000000|000000000|,Colors for the rows above the red cells are green and below are blue. Only the first three rows can be green. All rows below the red cells can be blue. The cells below blue are one less and decrease by 1 per row. The opposite applies for the cells above the red. The cell directly above red is one more and increases by 1 per row above.,Colors for the rows above the red cells are green and below are blue. Only the first three rows can be green. All rows below the red cells can be blue. The cells below blue are one less and decrease by 1 per row. The opposite applies for the cells above the red. The cell directly above red is one more and increases by 1 per row above.,true,0.789168
expv3,training,6449a5a210666d1a098474643a30c4dc,6449a5a210666d1a098474643a30c4dc_ba26e723.json,ba26e723.json,1,1,48,true,|04060404060404060|64464464464464464|60404060404060404|,Replace the yellows with pink in the first column and in every third column after that.,Replace the yellows with pink in the first column and in every third column after that.,true,1.553957
expv3,training,348277d6d49390bddfed9ee67024a9ca,348277d6d49390bddfed9ee67024a9ca_a79310a0.json,a79310a0.json,4,1,13,true,|00000|00200|02200|00200|00000|,The cells in the original all move down by 1 cell and turn red.,The cells in the original all move down by 1 cell and turn red.,true,1.051471
expv3,training,6449a5a210666d1a098474643a30c4dc,6449a5a210666d1a098474643a30c4dc_b527c5c6.json,b527c5c6.json,2,1,27,true,|00003330333332333330|00003330333332333330|00003330333332333330|33333330333332333330|33333330333332333330|22222330333332333330|33333330333332333330|33333330333332333330|00003330333332333330|00003330333332333330|00003330333332333330|00000000333332333330|00000000333332333330|00000000333332333330|00000003333332333333|00000003333333333333|00000003333333333333|00000003333333333333|00000003333333333333|00000003333333333333|,Extend a red line from the red square across the black to the wall. Surround the line with green on both sides. The amount of green on each side of the red line should be 1 fewer than the size of the original green block.,Extend a red line from the red square across the black to the wall. Surround the line with green on both sides. The amount of green on each side of the red line should be 1 fewer than the size of the original green block.,true,0.613636
expv3,training,6449a5a210666d1a098474643a30c4dc,6449a5a210666d1a098474643a30c4dc_b548a754.json,b548a754.json,3,1,22,true,|0000000000000|0006666600000|0006444600000|0006444600000|0006444600000|0006444600000|0006444600000|0006444600000|0006444600000|0006444600000|0006444600000|0006444600000|0006666600000|,Extend the colorful rectangle until it covers the light blue square,Extend the colorful rectangle until it covers the light blue square,true,0.695652
expv3,training,6449a5a210666d1a098474643a30c4dc,6449a5a210666d1a098474643a30c4dc_ba97ae07.json,ba97ae07.json,4,1,9,true,|004400|004400|555555|555555|004400|004400|004400|004400|004400|004400|004400|,Change which non-black rectangle sits in front of the other,Change which non-black rectangle sits in front of the other,true,0.383721
expv3,training,6449a5a210666d1a098474643a30c4dc,6449a5a210666d1a098474643a30c4dc_72ca375d.json,72ca375d.json,5,1,15,true,|0990|0990|9999|,Resize the field until it only fits one of the colorful shapes,Resize the field until it only fits one of the colorful shapes,true,1.011236
expv3,training,6cf9e9d24833aa3f3f94e0af878c34d8,6cf9e9d24833aa3f3f94e0af878c34d8_7447852a.json,7447852a.json,1,1,47,true,|2000244420002000244420002|4202024202024202024202024|4420002000244420002000244|,"Fill the first area with yellow, skip two open areas, fill the next with yellow and repeat until the end","Fill the first area with yellow, skip two open areas, fill the next with yellow and repeat until the end",true,1.155738
expv3,training,6cf9e9d24833aa3f3f94e0af878c34d8,6cf9e9d24833aa3f3f94e0af878c34d8_88a10436.json,88a10436.json,3,1,25,true,|00000000000|00000000000|00022000000|00110000000|00033000000|00000000000|00000000000|00000022000|00000110000|00000033000|,Recreate the shape with it's center on the light gray box,Recreate the shape with it's center on the light gray box,true,1.376147
expv3,training,6cf9e9d24833aa3f3f94e0af878c34d8,6cf9e9d24833aa3f3f94e0af878c34d8_543a7ed5.json,543a7ed5.json,5,1,132,true,|888888888888888|888888883333388|833333383666388|836666383666388|836446383646388|836446383646388|836666383646388|833333383666388|888888883333388|888888888888888|888333333333888|888366666663888|888366446663888|888366666663888|888333333333888|,surround the pink shaped with green and fill them with yellow,surround the pink shaped with green and fill them with yellow,true,1.270758
expv3,training,f1a97fbdf77fb8b3405e227a737ea73e,f1a97fbdf77fb8b3405e227a737ea73e_d89b689b.json,d89b689b.json,2,1,35,true,|0000000000|0000000000|0000000000|0000000000|0000340000|0000670000|0000000000|0000000000|0000000000|0000000000|,input the closest  color into the middle box and delete the exterior boxes,input the closest  color into the middle box and delete the exterior boxes,true,1.757991
expv3,training,9bbba0489030f0b9fbd8e8d4cc87ea79,9bbba0489030f0b9fbd8e8d4cc87ea79_9f236235.json,9f236235.json,2,1,35,true,|1131|0030|2032|0030|,mirror the grid and remove the blue lines,mirror the grid and remove the blue lines,true,1.562500
expv3,training,f1a97fbdf77fb8b3405e227a737ea73e,f1a97fbdf77fb8b3405e227a737ea73e_9af7a82c.json,9af7a82c.json,4,1,61,true,|18234|18230|18200|18000|10000|10000|,stacking by most of a color from left to right,stacking by most of a color from left to right,true,1.955128
expv3,training,9bbba0489030f0b9fbd8e8d4cc87ea79,9bbba0489030f0b9fbd8e8d4cc87ea79_a1570a43.json,a1570a43.json,3,1,24,true,|00000000|30000030|02000000|02200000|02220000|02222200|02000000|30000030|00000000|00000000|,Do not let the red touch the outer boundry of the green box,Do not let the red touch the outer boundry of the green box,true,0.842105
expv3,training,f1a97fbdf77fb8b3405e227a737ea73e,f1a97fbdf77fb8b3405e227a737ea73e_9d9215db.json,9d9215db.json,5,1,84,true,|0000000000000000000|0103030303030303010|0000000000000000000|0302000000000002030|0000000000000000000|0300040808080400030|0000000000000000000|0300080000000800030|0000000000000000000|0300080000000800030|0000000000000000000|0300080000000800030|0000000000000000000|0300040808080400030|0000000000000000000|0302000000000002030|0000000000000000000|0103030303030303010|0000000000000000000|,copy the pattern on a large scale,copy the pattern on a large scale,true,1.090909
expv3,training,9bbba0489030f0b9fbd8e8d4cc87ea79,9bbba0489030f0b9fbd8e8d4cc87ea79_dc433765.json,dc433765.json,5,1,11,true,|00000000000|00000000000|00000000000|00030000000|00000000000|00000000000|00000000000|00000000000|00040000000|00000000000|00000000000|,Move green one space closer to yellow,Move green one space closer to yellow,true,0.950617
expv3,training,4d61e07d8ca8013f0470f73bde1d803f,4d61e07d8ca8013f0470f73bde1d803f_a85d4709.json,a85d4709.json,3,1,17,true,|333|222|444|,"I thought each gray box meant the color you're meant to make the row the box is in, right is green, center is yellow and left is red.","I thought each gray box meant the color you're meant to make the row the box is in, right is green, center is yellow and left is red.",true,1.004926
expv3,training,4d61e07d8ca8013f0470f73bde1d803f,4d61e07d8ca8013f0470f73bde1d803f_a61f2674.json,a61f2674.json,4,1,29,true,|000000000|000000010|000000010|000000010|000000010|000000010|000000010|000000010|020000010|,"Turn the tallest gray tower blue, turn the shortest red, remove the others.","Turn the tallest gray tower blue, turn the shortest red, remove the others.",true,1.367925
expv3,training,4d61e07d8ca8013f0470f73bde1d803f,4d61e07d8ca8013f0470f73bde1d803f_ce602527.json,ce602527.json,5,1,19,true,|363|666|363|666|,You need to zoom in on one of the shapes and make it the entire grid.,You need to zoom in on one of the shapes and make it the entire grid.,true,0.645631
expv3,training,9cad9022d90c9846a6abf2f5b5fb52aa,9cad9022d90c9846a6abf2f5b5fb52aa_d90796e8.json,d90796e8.json,1,1,18,true,|000020005|000000800|080000000|000050002|500200000|000000080|530005000|,"If any green and red squares are adjacent to each other, the red square should become black and the green square should turn light blue.","If any green and red squares are adjacent to each other, the red square should become black and the green square should turn light blue.",true,0.826531
expv3,training,9cad9022d90c9846a6abf2f5b5fb52aa,9cad9022d90c9846a6abf2f5b5fb52aa_f5b8619d.json,f5b8619d.json,2,1,58,true,|80388038|80888088|80838083|30883088|80388038|80888088|80838083|30883088|,"The test input area must be quadrupled into four identical sections. Within each section, light blue squares should extend vertically from each colored square.","The test input area must be quadrupled into four identical sections. Within each section, light blue squares should extend vertically from each colored square.",true,0.946588
expv3,training,9cad9022d90c9846a6abf2f5b5fb52aa,9cad9022d90c9846a6abf2f5b5fb52aa_f8ff0b80.json,f8ff0b80.json,3,1,11,true,|6|1|3|,"There will be one box for each color from the test input made into a vertical column. From top to bottom will be based on whichever color had the most input squares, in descending order.","There will be one box for each color from the test input made into a vertical column. From top to bottom will be based on whichever color had the most input squares, in descending order.",true,0.785714
expv3,training,9cad9022d90c9846a6abf2f5b5fb52aa,9cad9022d90c9846a6abf2f5b5fb52aa_ff28f65a.json,ff28f65a.json,5,1,8,true,|101|010|000|,"The final grid should always be 3x3, and for every 2x2 red square in the input, the output should make up to a 5 piece blue X, beginning from top to bottom and left to right (top left, top right, middle, bottom left, bottom right).","The final grid should always be 3x3, and for every 2x2 red square in the input, the output should make up to a 5 piece blue X, beginning from top to bottom and left to right (top left, top right, middle, bottom left, bottom right).",true,0.666667
expv3,training,31d1971665c2abeb78533b73d74bace2,31d1971665c2abeb78533b73d74bace2_a8c38be5.json,a8c38be5.json,2,1,45,true,|335222544|355525554|555555555|155555551|115555511|155555551|555555555|655585557|665888577|,"Make the big background the color of the little squares background. Then, basically put it together like a puzzle - corner pieces in the corners, and the other pieces where they fit for a straight border. Make it a 9x9 grid.","Make the big background the color of the little squares background. Then, basically put it together like a puzzle - corner pieces in the corners, and the other pieces where they fit for a straight border. Make it a 9x9 grid.",true,0.706806
expv3,training,31d1971665c2abeb78533b73d74bace2,31d1971665c2abeb78533b73d74bace2_a8d7556c.json,a8d7556c.json,3,1,28,true,|220505005505555500|225505052205555055|500055052250505505|055505505502255055|555555500552200555|055550555052255050|550555555005005055|555500550555550550|505005550005555000|000050005555005055|505505550050555550|000550500550555555|055550050005555505|555555505555555225|550555050555505225|505555055000555505|052255555555555555|502200050505505500|,"Copy the input. Then, search for any pixels that make a square or rectangle and color them red. These need to be at least 2x2 in size.","Copy the input. Then, search for any pixels that make a square or rectangle and color them red. These need to be at least 2x2 in size.",true,0.301075
expv3,training,31d1971665c2abeb78533b73d74bace2,31d1971665c2abeb78533b73d74bace2_b27ca6d3.json,b27ca6d3.json,5,1,54,true,|0000000000000002|0000200000000000|0000000000000000|0000000333300202|0000000322300000|0000000333302000|0333300000000000|0322300000000333|0333300000000323|0000002000000323|2000000233300333|0000000032320000|0020233332300000|0200032233320200|0002033330000002|0000000200000000|0000000020000000|,"Copy the input. Any time you see two red squares connected, outline them in green.","Copy the input. Any time you see two red squares connected, outline them in green.",true,0.967742
expv3,training,78399f01ef9a11daabacb2d79f62068b,78399f01ef9a11daabacb2d79f62068b_3618c87e.json,3618c87e.json,2,1,15,true,|00000|00000|00000|00505|55151|,Move each of the blue squares two spaces directly down,Move each of the blue squares two spaces directly down,true,0.963303
expv3,training,78399f01ef9a11daabacb2d79f62068b,78399f01ef9a11daabacb2d79f62068b_27a28665.json,27a28665.json,4,1,8,true,|6|,What shape and whether or not the middle square in the grid corresponds to a certain color. I feel that example input 7 most closely represents the solution to this problem.,What shape and whether or not the middle square in the grid corresponds to a certain color. I feel that example input 7 most closely represents the solution to this problem.,true,0.923077
expv3,training,78399f01ef9a11daabacb2d79f62068b,78399f01ef9a11daabacb2d79f62068b_3345333e.json,3345333e.json,5,1,48,true,|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000500050000|0000005055505000|0000055000005500|0000055555555500|0000000005000000|0000055555555500|0000005505055000|0000000500050000|0000000000000000|0000000000000000|0000000000000000|,"I think the examples are instructing me to recreate the image created by the squares symmetrically by removing the block of light blue/turquoise squares... So, basically opposite of what the examples are showing.","I think the examples are instructing me to recreate the image created by the squares symmetrically by removing the block of light blue/turquoise squares... So, basically opposite of what the examples are showing.",true,1.377990
expv3,training,b7d41f06c9766a87c0749b302dc84b79,b7d41f06c9766a87c0749b302dc84b79_90f3ed37.json,90f3ed37.json,1,1,13,true,|0000000000|0088888888|8800000000|0088888888|0000000000|0000000000|0000000000|0000000000|0008811111|8880000000|0008811111|0000000000|0000000000|0000000000|0000000000|,The below patterns follow the top pattern and the missing squares get filled in with a darker blue.,The below patterns follow the top pattern and the missing squares get filled in with a darker blue.,true,0.508696
