exp_name,task_type,hashed_id,joint_id_task,task_name,task_number,attempt_number,num_actions,solved,test_output_grid,first_written_solution,last_written_solution,complete,normalized_num_actions
expv3,training,3c709e4bca3db77f2b9cbac235be2acc,3c709e4bca3db77f2b9cbac235be2acc_7e0986d6.json,7e0986d6.json,3,1,99,true,|00000000000055550|00000000000055550|05555555500055550|05555555500055550|05555555500055550|05555555500055550|05555555500055550|05555555500000000|00000000000000000|00000000000000000|00000055555500000|00000055555500000|,Copy the solid blocks over to the test output and get rid of the random-colored squares.,Copy the solid blocks over to the test output and get rid of the random-colored squares.,true,1.659218
expv3,training,eae4bd2fe6982ce0269fdb9aacd93dea,eae4bd2fe6982ce0269fdb9aacd93dea_c909285e.json,c909285e.json,4,1,98,true,|888888|822428|820408|844448|820408|888888|,Recreate the square of a different color (the one that stands out as different) from the pattern.,Recreate the square of a different color (the one that stands out as different) from the pattern.,true,1.618163
expv3,training,16cc2e4ab0e117ad863ecadbc77288f6,16cc2e4ab0e117ad863ecadbc77288f6_1c786137.json,1c786137.json,5,1,225,true,|208111010|810828128|820201181|018811818|018808020|088288888|802000088|028812002|,"Just copy the color pattern of whatever is inside the connected square of a single color. For example, in this case just copy the color patterns of what is inside the green square.","Just copy the color pattern of whatever is inside the connected square of a single color. For example, in this case just copy the color patterns of what is inside the green square.",true,2.234043
expv3_alt,training,02ed2ff9368185366c19610d39a48a43,02ed2ff9368185366c19610d39a48a43_f8c80d96.json,f8c80d96.json,5,1,95,true,|4444445545|5555545545|5555545545|4445545545|5545545545|5545545545|4445545545|5555545545|5555545545|4444445545|,right,right,true,2.489083
expv4,training,dfa58805c4c262273086ff03aa7b0daf,dfa58805c4c262273086ff03aa7b0daf_d06dbe63.json,d06dbe63.json,3,1,64,true,|0000000005000|0000000555000|0000000500000|0000055500000|0000050000000|0000080000000|0000050000000|0005550000000|0005000000000|0555000000000|0500000000000|5500000000000|0000000000000|,You start from the blue square and two grey boxes on top and bottom. Then it's 3 grey boxes until you reach the end.,You start from the blue square and two grey boxes on top and bottom. Then it's 3 grey boxes until you reach the end.,true,1.823362
expv4,training,eda259bc2c35ff153c1625c6ff45e5db,eda259bc2c35ff153c1625c6ff45e5db_90f3ed37.json,90f3ed37.json,1,1,43,true,|0000000000|0088888888|8800000000|0088888888|0000000000|0000000000|0000000000|0000000000|0008811111|8880000000|0008811111|0000000000|0000000000|0000000000|0000000000|,The output completes the pattern of the first shape onto the succeeding shapes in a dark blue color.,The output completes the pattern of the first shape onto the succeeding shapes in a dark blue color.,true,1.682609
expv4,training,287cf23755310bb9e8a3a2cf10eda058,287cf23755310bb9e8a3a2cf10eda058_85c4e7cd.json,85c4e7cd.json,2,1,224,true,|55555555555555|56666666666665|56777777777765|56733333333765|56734444443765|56734222243765|56734288243765|56734288243765|56734222243765|56734444443765|56733333333765|56777777777765|56666666666665|55555555555555|,It's something like a negative photo.  The colors are inverted.  The outer color is now the inner color.  The second outer color is now the second inner color. ,It's something like a negative photo.  The colors are inverted.  The outer color is now the inner color.  The second outer color is now the second inner color. ,true,2.321244
expv4,training,a4d6115ab99ef8d43ef67fcf30e8c944,a4d6115ab99ef8d43ef67fcf30e8c944_1c786137.json,1c786137.json,4,1,164,true,|208111010|810828128|820201181|018811818|018808020|088288888|802000088|028812002|,The border marks the exterior boundary of the output. The output is the pattern found within that border.,The border marks the exterior boundary of the output. The output is the pattern found within that border.,true,1.628369
expv4,training,a4d6115ab99ef8d43ef67fcf30e8c944,a4d6115ab99ef8d43ef67fcf30e8c944_1cf80156.json,1cf80156.json,5,1,35,true,|006666|006000|606000|666600|,The output are the squares that contain the shape or pattern of the colored squares in the larger square board.,The output are the squares that contain the shape or pattern of the colored squares in the larger square board.,true,1.684492
expv0,training,627649179882e0b0ec32bd350ca2024a,627649179882e0b0ec32bd350ca2024a_7ddcd7ec.json,7ddcd7ec.json,2,1,30,true,|0000000080|0000000800|0000008000|0000080000|0008800000|0008800000|0080080000|0800008000|8000000800|0000000080|,arms extended,arms extended,true,1.525424
expv0,training,627649179882e0b0ec32bd350ca2024a,627649179882e0b0ec32bd350ca2024a_a5313dff.json,a5313dff.json,4,1,55,true,|002222200|002111200|002111200|222222200|211120000|212120000|211122222|222220000|000020000|,blue in the enclosed areas,blue in the enclosed areas,true,1.788618
expv0,training,627649179882e0b0ec32bd350ca2024a,627649179882e0b0ec32bd350ca2024a_b8cdaf2b.json,b8cdaf2b.json,9,1,29,true,|000000000|000000000|000000000|000000000|200000002|020000020|002000200|000888000|888222888|,blocks of same middle lower color extend at diagonal form top middle blocks on ends,blocks of same middle lower color extend at diagonal form top middle blocks on ends,true,1.574661
expv0,training,8b9717aac8bb61039ed58c387e4fa250,8b9717aac8bb61039ed58c387e4fa250_3aa6fb7a.json,3aa6fb7a.json,1,1,35,true,|0000088|8800018|8100000|0008100|0008800|1800000|8800000|,Copy the input to the output but add the darker blue squares,Copy the input to the output but add the darker blue squares,true,2.139738
expv0,training,eba2a92544ddf47684572e689664bec9,eba2a92544ddf47684572e689664bec9_39a8645d.json,39a8645d.json,7,1,49,true,|020|222|220|,Output the most frequently appearing shape.,Output the most frequently appearing shape.,true,3.500000
expv0,training,08ac042547937929f95d827a01c90ec2,08ac042547937929f95d827a01c90ec2_a3325580.json,a3325580.json,1,1,39,true,|521|521|521|521|,The largest number of squares and how ever many equal them,The largest number of squares and how ever many equal them,true,1.668449
expv0,training,eba2a92544ddf47684572e689664bec9,eba2a92544ddf47684572e689664bec9_31aa019c.json,31aa019c.json,10,1,52,true,|0000000000|0000000000|0000000000|0000000000|0000000000|0000222000|0000292000|0000222000|0000000000|0000000000|,Draw a red square around the color that is only shown once in the first image and turn everything else black.,Draw a red square around the color that is only shown once in the first image and turn everything else black.,true,1.810127
expv0,training,08ac042547937929f95d827a01c90ec2,08ac042547937929f95d827a01c90ec2_7ddcd7ec.json,7ddcd7ec.json,5,1,44,true,|0000000080|0000000800|0000008000|0000080000|0008800000|0008800000|0080080000|0800008000|8000000800|0000000080|,Send out the extra squares as far as they can go ,Send out the extra squares as far as they can go ,true,2.237288
expv0,training,f779449edb30059d092d024ddf6819f3,f779449edb30059d092d024ddf6819f3_e179c5f4.json,e179c5f4.json,1,1,53,true,|81888|18888|81888|88188|88818|88881|88818|88188|81888|18888|,"In the examples, the grid width went up one size, my test input was 5. This told me to color the squares dark blue diagonally 5 times to the right, then another 5 to the left, until space ran out. The rest of the squares are colored light blue.","In the examples, the grid width went up one size, my test input was 5. This told me to color the squares dark blue diagonally 5 times to the right, then another 5 to the left, until space ran out. The rest of the squares are colored light blue.",true,1.509972
expv0,training,63dcb241b88d5ac635590dddbb2fb733,63dcb241b88d5ac635590dddbb2fb733_b94a9452.json,b94a9452.json,7,1,84,true,|888888|888888|883388|883388|888888|888888|,The color area is copied and the colors are inverted.,The color area is copied and the colors are inverted.,true,2.124138
expv0,training,468133debd1059f212dc2013d14d463d,468133debd1059f212dc2013d14d463d_f76d97a5.json,f76d97a5.json,7,1,50,true,|00030|03000|03303|00030|33300|,"The output is the same height and width as the input. The output has the same pattern as the input, but the gray squares from the input are turned into the other color from the input, and the other color squares from the input become black in the output.","The output is the same height and width as the input. The output has the same pattern as the input, but the gray squares from the input are turned into the other color from the input, and the other color squares from the input become black in the output.",true,2.011494
expv0,training,eea7c398992fe15d1e26fef397ad81c7,eea7c398992fe15d1e26fef397ad81c7_e179c5f4.json,e179c5f4.json,2,1,58,true,|81888|18888|81888|88188|88818|88881|88818|88188|81888|18888|,"I expanded the grid to the size of the test.  I filled in the blue on the bottom since that's shown in the 3 demos.  On the output 3, it looked like it was to continue on further on the zigzag so I filled it out to make it longer. ","I expanded the grid to the size of the test.  I filled in the blue on the bottom since that's shown in the 3 demos.  On the output 3, it looked like it was to continue on further on the zigzag so I filled it out to make it longer. ",true,1.652422
expv0,training,eea7c398992fe15d1e26fef397ad81c7,eea7c398992fe15d1e26fef397ad81c7_e5062a87.json,e5062a87.json,4,1,86,true,|0555055550|5550555505|2255550500|2255550555|2255522005|5500022555|0055022555|0555555022|5500555022|5050500522|,I looked for the pattern that I see in red into the test output.  I found 3 of the duplicates so I filled those in red.  It's what I saw in the patterns of the demos that were similar.  ,I looked for the pattern that I see in red into the test output.  I found 3 of the duplicates so I filled those in red.  It's what I saw in the patterns of the demos that were similar.  ,true,1.791667
expv0,training,16da963cc002d56a83eb8438e351bf05,16da963cc002d56a83eb8438e351bf05_31aa019c.json,31aa019c.json,5,1,47,true,|0000000000|0000000000|0000000000|0000000000|0000000000|0000222000|0000292000|0000222000|0000000000|0000000000|,Make a flower around the unique color,Make a flower around the unique color,true,1.636076
expv0,training,b9d3dceebe1c4fd1f649004aa37859ef,b9d3dceebe1c4fd1f649004aa37859ef_444801d8.json,444801d8.json,1,1,126,true,|4444400000|1141100000|1444100000|1444100000|1111100000|0000777770|0000117110|0000177710|0000177710|0000111110|,"Color all squares inside the blue shapes, and also the top line with the same color as the single square.","Color all squares inside the blue shapes, and also the top line with the same color as the single square.",true,2.380814
expv0,training,2b06355cea411af7a6fa212c90eb3c6d,2b06355cea411af7a6fa212c90eb3c6d_e5062a87.json,e5062a87.json,5,1,86,true,|0555055550|5550555505|2255550500|2255550555|2255522005|5500022555|0055022555|0555555022|5500555022|5050500522|,Replicate the orange box shape in as many spaces it will fit in the black boxes.,Replicate the orange box shape in as many spaces it will fit in the black boxes.,true,1.791667
expv0,training,7c3f0d5ec05185be127ab78876395426,7c3f0d5ec05185be127ab78876395426_f76d97a5.json,f76d97a5.json,1,1,50,true,|00030|03000|03303|00030|33300|,Inverse grey to green and grey to black.,Inverse grey to green and grey to black.,true,2.011494
expv0,training,7c3f0d5ec05185be127ab78876395426,7c3f0d5ec05185be127ab78876395426_228f6490.json,228f6490.json,3,1,89,true,|0055555002|2057775000|0055755000|0055555000|0055555002|0000020200|0000000000|0005555555|0205444555|2005555555|,Same shapes switch colors. Shapes of 2 blocks or less stay unchanged.,Same shapes switch colors. Shapes of 2 blocks or less stay unchanged.,true,2.335958
expv0,training,7c3f0d5ec05185be127ab78876395426,7c3f0d5ec05185be127ab78876395426_e5062a87.json,e5062a87.json,7,1,82,true,|0555055550|5550555505|2255550500|2255550555|2255522005|5500022555|0055022555|0555555022|5500555022|5050500522|,Any red shape turns red in the output.,Any red shape turns red in the output.,true,1.708333
expv0,training,0d8a3dc2d054aa91e655dd79de243fd7,0d8a3dc2d054aa91e655dd79de243fd7_a5313dff.json,a5313dff.json,7,1,55,true,|002222200|002111200|002111200|222222200|211120000|212120000|211122222|222220000|000020000|,reproduce grid size of input and reproduce red pattern exactly. fill blue in areas that are completely surrounded by red,reproduce grid size of input and reproduce red pattern exactly. fill blue in areas that are completely surrounded by red,true,1.788618
expv0,training,3a51fb2241834d80cd557f6649157744,3a51fb2241834d80cd557f6649157744_6773b310.json,6773b310.json,3,1,22,true,|001|011|100|,"The input can be considered a detailed map of the output, with each output square represented by the portions of the input grid divided by the grey-blue lines. Within each sector, there are two or one squares, with two squares translating to an ""on"" square on the output grid, and one translating to ""off"".","The input can be considered a detailed map of the output, with each output square represented by the portions of the input grid divided by the grey-blue lines. Within each sector, there are two or one squares, with two squares translating to an ""on"" square on the output grid, and one translating to ""off"".",true,2.022989
expv0,training,37289334396727fffe878187ca738a35,37289334396727fffe878187ca738a35_444801d8.json,444801d8.json,1,1,106,true,|4444400000|1141100000|1444100000|1444100000|1111100000|0000777770|0000117110|0000177710|0000177710|0000111110|,everything was the same,everything was the same,true,2.002907
expv0,training,b0b57f34f75c4b922e70f7e4a0b4ab94,b0b57f34f75c4b922e70f7e4a0b4ab94_31aa019c.json,31aa019c.json,8,1,45,true,|0000000000|0000000000|0000000000|0000000000|0000000000|0000222000|0000292000|0000222000|0000000000|0000000000|,"In  each original grid, there is one color that only appears once.  In the output grid, that one color is then surrounded by a red box.","In  each original grid, there is one color that only appears once.  In the output grid, that one color is then surrounded by a red box.",true,1.566456
expv0,training,2780ccc98ed0d1462225fa8fc5409508,2780ccc98ed0d1462225fa8fc5409508_3aa6fb7a.json,3aa6fb7a.json,2,1,38,true,|0000088|8800018|8100000|0008100|0008800|1800000|8800000|,Add on dark blue square to the light blue squres. ,Add on dark blue square to the light blue squres. ,true,2.323144
expv0,training,2780ccc98ed0d1462225fa8fc5409508,2780ccc98ed0d1462225fa8fc5409508_228f6490.json,228f6490.json,4,1,69,true,|0055555002|2057775000|0055755000|0055555000|0055555002|0000020200|0000000000|0005555555|0205444555|2005555555|,reverse the colors of the shapes in the middle fo the grey squares with same shape in the black squares,reverse the colors of the shapes in the middle fo the grey squares with same shape in the black squares,true,1.811024
expv0,training,9baa5e1962089a1d5e352dfda5c6d07c,9baa5e1962089a1d5e352dfda5c6d07c_b8cdaf2b.json,b8cdaf2b.json,6,1,28,true,|000000000|000000000|000000000|000000000|200000002|020000020|002000200|000888000|888222888|,"The original grid is replicated, then diagonal lines in the minority color are added that extend to the edge of the grid.","The original grid is replicated, then diagonal lines in the minority color are added that extend to the edge of the grid.",true,1.520362
expv0,training,9baa5e1962089a1d5e352dfda5c6d07c,9baa5e1962089a1d5e352dfda5c6d07c_a5313dff.json,a5313dff.json,9,1,61,true,|002222200|002111200|002111200|222222200|211120000|212120000|211122222|222220000|000020000|,The grid was replicated and any interior tiles were filled in with blue.,The grid was replicated and any interior tiles were filled in with blue.,true,1.983740
expv0,training,499fe86be021ad18e2fd5bbe9ddcb03b,499fe86be021ad18e2fd5bbe9ddcb03b_e179c5f4.json,e179c5f4.json,3,1,58,true,|81888|18888|81888|88188|88818|88881|88818|88188|81888|18888|,"Starting from dark blue block provided as input, have one dark blue block touch one corner of another dark blue block on each row and make all other blocks light blue.","Starting from dark blue block provided as input, have one dark blue block touch one corner of another dark blue block on each row and make all other blocks light blue.",true,1.652422
expv0,training,19f69ac203258689f6823e2c49cea6b7,19f69ac203258689f6823e2c49cea6b7_b94a9452.json,b94a9452.json,3,1,61,true,|888888|888888|883388|883388|888888|888888|,The colored square is taken out of the big grid and the colors are reversed.,The colored square is taken out of the big grid and the colors are reversed.,true,1.542529
expv4,training,5c8a3bdd860e01aa97ef1f87d066b48d,5c8a3bdd860e01aa97ef1f87d066b48d_f2829549.json,f2829549.json,4,1,62,true,|303|000|033|000|,"The grid is 3 width, 4 height. The input grid is two 3x4 sections, divided by a blue column. All of the colored cells in each section of the input grid will be black in their corresponding position in the output grid. The rest of the cells will be green.","The grid is 3 width, 4 height. The input grid is two 3x4 sections, divided by a blue column. All of the colored cells in each section of the input grid will be black in their corresponding position in the output grid. The rest of the cells will be green.",true,2.619718
expv4,training,e20942a7d663d1095023069cd46105ee,e20942a7d663d1095023069cd46105ee_29623171.json,29623171.json,1,1,46,true,|44450005000|44450005000|44450005000|55555555555|00050005000|00050005000|00050005000|55555555555|00054445000|00054445000|00054445000|,Which ever square has the most of one color will be filled in completely while the others will be all black. If there is a tie then make both blocks all yellow.,Which ever square has the most of one color will be filled in completely while the others will be all black. If there is a tie then make both blocks all yellow.,true,1.495935
expv4,training,6026d2563d049de8566b85ce9dd27830,6026d2563d049de8566b85ce9dd27830_fcb5c309.json,fcb5c309.json,5,1,91,true,|88888888|80808008|80000008|80000008|80000008|80800008|80000808|88888888|,Only replicate the largest rectangle within the grid. Draw the border in the same color as the individual squares and then copy the pattern within the largest rectangle.,Only replicate the largest rectangle within the grid. Draw the border in the same color as the individual squares and then copy the pattern within the largest rectangle.,true,1.603524
expv4,training,7616f7967fd8192d44c0cff890abf99d,7616f7967fd8192d44c0cff890abf99d_ce602527.json,ce602527.json,4,1,49,true,|363|666|363|666|,very interest task,very interest task,true,1.665049
expv4,training,4effa90362bbbec9a32f480b8b4dd049,4effa90362bbbec9a32f480b8b4dd049_694f12f3.json,694f12f3.json,3,1,63,true,|4444440000|4222240000|4222240000|4222240000|4222240000|4444440000|0000000000|0000444444|0000411114|0000444444|,I created same size and place yellow blocks in same design but filled the centers with red for the larger shape and blue for the smaller shape,I created same size and place yellow blocks in same design but filled the centers with red for the larger shape and blue for the smaller shape,true,1.780919
pilotv2,training,0b565a53e11d471ed7ea2725448c2671,0b565a53e11d471ed7ea2725448c2671_4347f46a.json,4347f46a.json,3,1,93,true,|0000000000000000000|0888888000066660000|0800008000060060000|0888888000066660000|0000000000000000000|0044444400000000000|0040000400111111110|0040000400100000010|0040000400100000010|0040000400100000010|0040000400100000010|0044444400111111110|0000000000000000000|0000033333000000000|0000030003000000000|0000033333000000000|0000000000000000000|,The rule is to recreate all the rectangles but make them empty on the inside so they are just a border.,The rule is to recreate all the rectangles but make them empty on the inside so they are just a border.,true,1.547850
pilotv2,training,0b565a53e11d471ed7ea2725448c2671,0b565a53e11d471ed7ea2725448c2671_44d8ac46.json,44d8ac46.json,5,1,75,true,|000000000000|555550055550|522250055050|522250050050|522250050050|555550055550|000000000000|000000000000|005555550000|005000050000|005000050000|005555550000|,"You recreate the grey and fill some in with red, I can't figure out which.","You recreate the grey and fill some in with red, I can't figure out which.",true,3.000000
pilotv2,training,8668716ad0e431ad4d96ad428e3e7a43,8668716ad0e431ad4d96ad428e3e7a43_ec883f72.json,ec883f72.json,3,1,42,true,|000030440300|000030440300|000030440300|000030000300|000033333300|000400000040|004000000004|040000000000|400000000000|000000000000|000000000000|000000000000|,It looks like you just make the main boxes identical and you connect boxes of the same color as the inside area from the edges to the end of the graph,It looks like you just make the main boxes identical and you connect boxes of the same color as the inside area from the edges to the end of the graph,true,1.549180
pilotv2,training,8668716ad0e431ad4d96ad428e3e7a43,8668716ad0e431ad4d96ad428e3e7a43_ecdecbb3.json,ecdecbb3.json,4,1,137,true,|0000800000088800000|0008880000082822000|0228280000088800000|0008880000008000000|0000800000008000000|0000800000008000000|0000800000008000000|0008880000088800000|0008282222282800000|0008880000088800000|0000800000008000000|0000800000008000000|0000800000008000000|0000800000088800000|0000800000082822200|0000800000088800000|0000800000008000000|,It seems you connect the pink blocks to the vertical lines and make a 3x3 box around them with the light blue colors.,It seems you connect the pink blocks to the vertical lines and make a 3x3 box around them with the light blue colors.,true,1.932981
pilotv2,training,2509dc47b16a9e816dac2f90a989249d,2509dc47b16a9e816dac2f90a989249d_4347f46a.json,4347f46a.json,3,1,95,true,|0000000000000000000|0888888000066660000|0800008000060060000|0888888000066660000|0000000000000000000|0044444400000000000|0040000400111111110|0040000400100000010|0040000400100000010|0040000400100000010|0040000400100000010|0044444400111111110|0000000000000000000|0000033333000000000|0000030003000000000|0000033333000000000|0000000000000000000|,"I felt the rule was that all the squares needed to be placed in the same position on the test output with the same colors, but make them hollow inside.","I felt the rule was that all the squares needed to be placed in the same position on the test output with the same colors, but make them hollow inside.",true,1.581137
pilotv2,training,7128284d1b7e5361bcfcc07ad78af861,7128284d1b7e5361bcfcc07ad78af861_4347f46a.json,4347f46a.json,4,1,97,true,|0000000000000000000|0888888000066660000|0800008000060060000|0888888000066660000|0000000000000000000|0044444400000000000|0040000400111111110|0040000400100000010|0040000400100000010|0040000400100000010|0040000400100000010|0044444400111111110|0000000000000000000|0000033333000000000|0000030003000000000|0000033333000000000|0000000000000000000|,"I thought that I needed to hollow out all of the solid blocks, leaving the outline in colored blocks, but using black for all middle pieces.","I thought that I needed to hollow out all of the solid blocks, leaving the outline in colored blocks, but using black for all middle pieces.",true,1.614424
pilotv2,training,a938ac4a5d85ac41cf620a1ce6041488,a938ac4a5d85ac41cf620a1ce6041488_32597951.json,32597951.json,3,1,130,true,|10010010010010010|01001001001001001|00100100100100100|10010010010010010|01001001001001001|00100100100100100|10010010010010010|01001001001001001|00100100100100100|10010010010010010|01001001001001001|00100108388380100|10010018838830010|01001003883881001|00100108388380100|10010010010010010|01001001001001001|,neon green squares for overlap of object inside pattern,neon green squares for overlap of object inside pattern,true,2.385321
expv4,training,f34624f31c59ba22aba6bb8cfdae3696,f34624f31c59ba22aba6bb8cfdae3696_0b148d64.json,0b148d64.json,1,1,47,true,|111101|101011|110110|000111|111111|111111|,choose the only one with different color and remove all others,choose the only one with different color and remove all others,true,1.587838
expv4,training,f635054e59b7a899eac4864c468d0807,f635054e59b7a899eac4864c468d0807_d6ad076f.json,d6ad076f.json,2,1,72,true,|1111000000|1111000222|1111888222|1111888222|1111888222|1111888222|1111000222|1111000000|0000000000|0000000000|,"Recreate the test input colors, then connect them using light blue, leaving one row of black on each side.","Recreate the test input colors, then connect them using light blue, leaving one row of black on each side.",true,2.163090
expv4,training,e0079569eeece3b17904c44d08567130,e0079569eeece3b17904c44d08567130_6d75e8bb.json,6d75e8bb.json,3,1,58,true,|00000000000|00000000000|00822222200|00822288200|00828228200|00888228200|00888828800|00888888800|00000000000|,"Recreate the test input, then fill in the rectangle with orange.","Recreate the test input, then fill in the rectangle with orange.",true,1.955056
expv4,training,2a1e5044e12921b39732edc9df88d871,2a1e5044e12921b39732edc9df88d871_ff28f65a.json,ff28f65a.json,2,1,33,true,|101|010|000|,Am follow the instruction of example and then make it.,Am follow the instruction of example and then make it.,true,2.750000
expv4,training,e0ca23fc8608e4415494fa1dccea837c,e0ca23fc8608e4415494fa1dccea837c_25ff71a9.json,25ff71a9.json,2,1,18,true,|000|200|200|,I thought the rule to transform would be to shift the input one row down.,I thought the rule to transform would be to shift the input one row down.,true,2.097087
expv4,training,e0ca23fc8608e4415494fa1dccea837c,e0ca23fc8608e4415494fa1dccea837c_2dee498d.json,2dee498d.json,5,1,59,true,|02044|22044|02220|11022|11020|,At this point I am very confused but the rule seemed to be to replicated a repeating pattern.,At this point I am very confused but the rule seemed to be to replicated a repeating pattern.,true,2.138973
expv4,training,b26c49180b83bf949a81df13cdfe602a,b26c49180b83bf949a81df13cdfe602a_a8d7556c.json,a8d7556c.json,1,1,491,true,|220505005505555500|225505052205555055|500055052250505505|055505505502255055|555555500552200555|055550555052255050|550555555005005055|555500550555550550|505005550005555000|000050005555005055|505505550050555550|000550500550555555|055550050005555505|555555505555555225|550555050555505225|505555055000555505|052255555555555555|502200050505505500|,I quickly note the grid corectly.,I quickly note the grid corectly.,true,5.279570
expv4,training,e1d8dd7b600f5bfadfee6223e3837408,e1d8dd7b600f5bfadfee6223e3837408_8a004b2b.json,8a004b2b.json,1,1,173,true,|400000000000000004|000000000000000000|000088880000333300|000088880000333300|000088880000333300|000088880000333300|000011111111111100|000011111111111100|000011111111111100|000011111111111100|000000001111000000|000000001111000000|000000001111000000|400000001111000004|,Using the tool I make the correct size of the grid and mak the shells with given input.,Using the tool I make the correct size of the grid and mak the shells with given input.,true,1.525573
expv4,training,f889172bfc0984049bf129f81c9c9782,f889172bfc0984049bf129f81c9c9782_feca6190.json,feca6190.json,2,1,189,true,|00000000000000000000|00000000000000000006|00000000000000000067|00000000000000000678|00000000000000006789|00000000000000067890|00000000000000678900|00000000000006789000|00000000000067890000|00000000000678900000|00000000006789000000|00000000067890000000|00000000678900000000|00000006789000000000|00000067890000000000|00000678900000000000|00006789000000000000|00067890000000000000|00678900000000000000|06789000000000000000|,"The grid size changed based on the number of colors (not including black). Each color is worth 5 cells. The pattern then stars on the bottom left corner and extends to the upper right, diagonally. ","The grid size changed based on the number of colors (not including black). Each color is worth 5 cells. The pattern then stars on the bottom left corner and extends to the upper right, diagonally. ",true,1.540761
expv4,training,74e0343583874dca3876286177040eba,74e0343583874dca3876286177040eba_36d67576.json,36d67576.json,1,1,75,true,|000000000000000|000000000000000|001300000000000|004420000004410|004043000040430|000441000044200|000000000013000|000000000000000|000000000310000|144000002440000|340400034040000|024400014400000|003100000000000|000000000000000|,"From the examples it seems that the figure in the upper left quadrant of the grid is a kind of master figure which has to be replicated in the remaining three figures by rotating them and adding the colors so they match the master figure while still remaining rotated, which is what I attempted to do.","From the examples it seems that the figure in the upper left quadrant of the grid is a kind of master figure which has to be replicated in the remaining three figures by rotating them and adding the colors so they match the master figure while still remaining rotated, which is what I attempted to do.",true,1.807229
