participant_id,task_name,task_type,action,row,col,color,reason,reason_cat,dist_to_target,color_relevant,rand_baseline_dist,rand_baseline_color,n_target_cells,grid_rows,grid_cols
6c315540c490be5d85dd60c53dbbea4b,017c7c7b.json,training,edit,8,1,1,wrong color (expected 2),wrong_color,0.0,0,0.306,0.2222222222222222,19,9,3
7c3f0d5ec05185be127ab78876395426,025d127b.json,training,edit,1,8,4,wrong color (expected 0),wrong_color,1.0,1,2.764,0.2222222222222222,12,10,10
9c5561e0b4a04965e9827c50d369bfb8,025d127b.json,training,edit,1,2,0,wrong color (expected 4),wrong_color,1.0,1,2.764,0.2222222222222222,12,10,10
9c5561e0b4a04965e9827c50d369bfb8,025d127b.json,training,edit,1,3,0,wrong color (expected 4),wrong_color,2.0,1,2.764,0.2222222222222222,12,10,10
9c5561e0b4a04965e9827c50d369bfb8,025d127b.json,training,edit,1,4,0,wrong color (expected 4),wrong_color,3.0,1,2.764,0.2222222222222222,12,10,10
9c5561e0b4a04965e9827c50d369bfb8,025d127b.json,training,edit,1,5,0,wrong color (expected 4),wrong_color,2.0,1,2.764,0.2222222222222222,12,10,10
9c5561e0b4a04965e9827c50d369bfb8,025d127b.json,training,edit,1,6,0,wrong color (expected 4),wrong_color,1.0,1,2.764,0.2222222222222222,12,10,10
eba2a92544ddf47684572e689664bec9,025d127b.json,training,edit,1,6,0,wrong color (expected 4),wrong_color,1.0,1,2.764,0.2222222222222222,12,10,10
808d828037e92415806c19d6a0261778,05269061.json,training,edit,6,2,1,wrong color (expected one of 0/4),wrong_color,0.0,1,0.2185,0.3333333333333333,38,7,7
cadd12df9bd49b9d5b908816b0551da2,06df4c85.json,training,edit,3,3,4,wrong color (expected 0),wrong_color,6.0,0,5.283,0.2222222222222222,36,26,26
cadd12df9bd49b9d5b908816b0551da2,06df4c85.json,training,edit,4,3,4,wrong color (expected 0),wrong_color,5.0,0,5.283,0.2222222222222222,36,26,26
cadd12df9bd49b9d5b908816b0551da2,06df4c85.json,training,edit,6,3,4,wrong color (expected 0),wrong_color,3.0,0,5.283,0.2222222222222222,36,26,26
cadd12df9bd49b9d5b908816b0551da2,06df4c85.json,training,edit,7,3,4,wrong color (expected 0),wrong_color,3.0,0,5.283,0.2222222222222222,36,26,26
cadd12df9bd49b9d5b908816b0551da2,06df4c85.json,training,edit,9,3,4,wrong color (expected 0),wrong_color,3.0,0,5.283,0.2222222222222222,36,26,26
cadd12df9bd49b9d5b908816b0551da2,06df4c85.json,training,edit,10,3,4,wrong color (expected 0),wrong_color,3.0,0,5.283,0.2222222222222222,36,26,26
cadd12df9bd49b9d5b908816b0551da2,06df4c85.json,training,edit,12,3,4,wrong color (expected 0),wrong_color,5.0,0,5.283,0.2222222222222222,36,26,26
cadd12df9bd49b9d5b908816b0551da2,06df4c85.json,training,edit,13,3,4,wrong color (expected 0),wrong_color,6.0,0,5.283,0.2222222222222222,36,26,26
cadd12df9bd49b9d5b908816b0551da2,06df4c85.json,training,edit,15,3,4,wrong color (expected 0),wrong_color,6.0,0,5.283,0.2222222222222222,36,26,26
cadd12df9bd49b9d5b908816b0551da2,06df4c85.json,training,edit,16,3,4,wrong color (expected 0),wrong_color,5.0,0,5.283,0.2222222222222222,36,26,26
cadd12df9bd49b9d5b908816b0551da2,06df4c85.json,training,edit,22,3,4,wrong color (expected 0),wrong_color,6.0,0,5.283,0.2222222222222222,36,26,26
cadd12df9bd49b9d5b908816b0551da2,06df4c85.json,training,edit,24,3,4,wrong color (expected 0),wrong_color,8.0,0,5.283,0.2222222222222222,36,26,26
79c4bc130701b592b83f489ddb155ca2,09629e4f.json,training,edit,4,10,5,wrong color (expected one of 2/3),wrong_color,0.0,0,0.6,0.5555555555555556,56,11,11
79c4bc130701b592b83f489ddb155ca2,09629e4f.json,training,edit,8,10,5,wrong color (expected one of 0/8),wrong_color,0.0,0,0.6,0.5555555555555556,56,11,11
069b5bcb5260e313c6c0ca720699b803,0962bcdd.json,training,edit,0,8,4,wrong color (expected one of 0/3),wrong_color,0.0,1,2.1645,0.2222222222222222,24,12,12
5d5b4ecce558a3b3813d744ba9a075bb,0962bcdd.json,training,edit,9,2,4,wrong color (expected one of 0/3),wrong_color,0.0,1,2.1645,0.2222222222222222,24,12,12
2d8a08fd41823c65f4fe61cac9977f48,0962bcdd.json,training,edit,4,1,8,wrong color (expected 0),wrong_color,2.0,0,2.1645,0.2222222222222222,24,12,12
79c4bc130701b592b83f489ddb155ca2,0a938d79.json,training,edit,8,11,4,wrong color (expected 0),wrong_color,1.0,1,1.494,0.2222222222222222,53,11,27
79c4bc130701b592b83f489ddb155ca2,0a938d79.json,training,edit,9,11,4,wrong color (expected 0),wrong_color,1.0,1,1.494,0.2222222222222222,53,11,27
79c4bc130701b592b83f489ddb155ca2,0a938d79.json,training,edit,10,11,4,wrong color (expected 0),wrong_color,2.0,1,1.494,0.2222222222222222,53,11,27
b4f96eb3850ee67c5cba210360d783df,0ca9ddb6.json,training,edit,4,6,7,wrong color (expected 0),wrong_color,1.0,1,1.587,0.2222222222222222,12,9,9
b4f96eb3850ee67c5cba210360d783df,0ca9ddb6.json,training,edit,0,6,7,wrong color (expected 0),wrong_color,1.0,1,1.587,0.2222222222222222,12,9,9
b4f96eb3850ee67c5cba210360d783df,0ca9ddb6.json,training,edit,1,1,4,wrong color (expected 0),wrong_color,1.0,1,1.587,0.2222222222222222,12,9,9
b4f96eb3850ee67c5cba210360d783df,0ca9ddb6.json,training,edit,1,3,4,wrong color (expected 0),wrong_color,1.0,1,1.587,0.2222222222222222,12,9,9
b4f96eb3850ee67c5cba210360d783df,0ca9ddb6.json,training,edit,5,1,4,wrong color (expected 0),wrong_color,1.0,1,1.587,0.2222222222222222,12,9,9
b4f96eb3850ee67c5cba210360d783df,0ca9ddb6.json,training,edit,5,3,4,wrong color (expected 0),wrong_color,1.0,1,1.587,0.2222222222222222,12,9,9
b4f96eb3850ee67c5cba210360d783df,0ca9ddb6.json,training,edit,5,6,4,wrong color (expected 0),wrong_color,1.0,1,1.587,0.2222222222222222,12,9,9
b4f96eb3850ee67c5cba210360d783df,0ca9ddb6.json,training,edit,5,8,4,wrong color (expected 0),wrong_color,1.0,1,1.587,0.2222222222222222,12,9,9
fc58e937be66099c2b44350445dd6e8b,0ca9ddb6.json,training,edit,6,5,7,wrong color (expected 0),wrong_color,1.0,1,1.587,0.2222222222222222,12,9,9
fc58e937be66099c2b44350445dd6e8b,0ca9ddb6.json,training,edit,5,6,7,wrong color (expected 0),wrong_color,1.0,1,1.587,0.2222222222222222,12,9,9
fc58e937be66099c2b44350445dd6e8b,0ca9ddb6.json,training,edit,5,4,7,wrong color (expected 0),wrong_color,2.0,1,1.587,0.2222222222222222,12,9,9
fc58e937be66099c2b44350445dd6e8b,0ca9ddb6.json,training,edit,4,5,7,wrong color (expected 0),wrong_color,2.0,1,1.587,0.2222222222222222,12,9,9
034ef526357510010f808ffd936adbaa,0e206a2e.json,training,edit,14,2,5,wrong color (expected 0),wrong_color,2.0,1,3.7725,0.2222222222222222,32,24,19
034ef526357510010f808ffd936adbaa,0e206a2e.json,training,edit,15,5,5,wrong color (expected 0),wrong_color,2.0,1,3.7725,0.2222222222222222,32,24,19
034ef526357510010f808ffd936adbaa,0e206a2e.json,training,edit,21,11,5,wrong color (expected 0),wrong_color,2.0,1,3.7725,0.2222222222222222,32,24,19
034ef526357510010f808ffd936adbaa,0e206a2e.json,training,edit,21,10,5,wrong color (expected 0),wrong_color,1.0,1,3.7725,0.2222222222222222,32,24,19
034ef526357510010f808ffd936adbaa,0e206a2e.json,training,edit,21,9,5,wrong color (expected 0),wrong_color,2.0,1,3.7725,0.2222222222222222,32,24,19
034ef526357510010f808ffd936adbaa,0e206a2e.json,training,edit,16,9,5,wrong color (expected 0),wrong_color,2.0,1,3.7725,0.2222222222222222,32,24,19
034ef526357510010f808ffd936adbaa,0e206a2e.json,training,edit,21,9,5,wrong color (expected 0),wrong_color,2.0,1,3.7725,0.2222222222222222,32,24,19
034ef526357510010f808ffd936adbaa,0e206a2e.json,training,edit,21,10,5,wrong color (expected 0),wrong_color,1.0,1,3.7725,0.2222222222222222,32,24,19
034ef526357510010f808ffd936adbaa,0e206a2e.json,training,edit,21,11,5,wrong color (expected 0),wrong_color,2.0,1,3.7725,0.2222222222222222,32,24,19
1082d13c2da0b3b9e167722f27c22c53,0e206a2e.json,training,edit,13,1,5,wrong color (expected 0),wrong_color,2.0,1,3.7725,0.2222222222222222,32,24,19
10360ff54be27e4869e08964fe54b832,11852cab.json,training,edit,4,2,4,wrong color (expected 0),wrong_color,1.0,1,3.6725,0.1111111111111111,3,10,10
10360ff54be27e4869e08964fe54b832,11852cab.json,training,edit,5,3,4,wrong color (expected 0),wrong_color,1.0,1,3.6725,0.1111111111111111,3,10,10
10360ff54be27e4869e08964fe54b832,11852cab.json,training,edit,4,4,4,wrong color (expected 0),wrong_color,1.0,1,3.6725,0.1111111111111111,3,10,10
10360ff54be27e4869e08964fe54b832,137eaa0f.json,training,edit,1,2,8,wrong color (expected one of 0/4),wrong_color,0.0,1,6.6735,0.5555555555555556,9,11,11
10360ff54be27e4869e08964fe54b832,137eaa0f.json,training,edit,0,0,9,wrong color (expected one of 0/4),wrong_color,0.0,1,6.6735,0.5555555555555556,9,11,11
10360ff54be27e4869e08964fe54b832,137eaa0f.json,training,edit,1,0,4,wrong color (expected one of 0/9),wrong_color,0.0,1,6.6735,0.5555555555555556,9,11,11
6cefab1ec9368a792cd51554b4187a5d,150deff5.json,training,edit,4,5,8,wrong color (expected one of 2/5),wrong_color,0.0,1,1.8105,0.2222222222222222,24,8,11
6cefab1ec9368a792cd51554b4187a5d,150deff5.json,training,edit,4,6,8,wrong color (expected 0),wrong_color,1.0,1,1.8105,0.2222222222222222,24,8,11
6cefab1ec9368a792cd51554b4187a5d,150deff5.json,training,edit,5,7,8,wrong color (expected 0),wrong_color,1.0,1,1.8105,0.2222222222222222,24,8,11
6cefab1ec9368a792cd51554b4187a5d,150deff5.json,training,edit,4,7,8,wrong color (expected 0),wrong_color,2.0,1,1.8105,0.2222222222222222,24,8,11
6cefab1ec9368a792cd51554b4187a5d,150deff5.json,training,edit,3,6,8,wrong color (expected one of 2/5),wrong_color,0.0,1,1.8105,0.2222222222222222,24,8,11
9a0d9fcb2f0772dd8ac4d42605f1d866,150deff5.json,training,floodfill,2,3,8,wrong color (expected one of 2/5),wrong_color,0.0,1,1.8105,0.2222222222222222,24,8,11
9c5561e0b4a04965e9827c50d369bfb8,150deff5.json,training,edit,4,3,8,wrong color (expected one of 2/5),wrong_color,0.0,1,1.8105,0.2222222222222222,24,8,11
af9bf0ddc3abdff8b566e97216d41dd6,150deff5.json,training,edit,2,4,2,wrong color (expected one of 5/8),wrong_color,0.0,1,1.8105,0.2222222222222222,24,8,11
af9bf0ddc3abdff8b566e97216d41dd6,150deff5.json,training,edit,2,5,2,wrong color (expected one of 5/8),wrong_color,0.0,1,1.8105,0.2222222222222222,24,8,11
8b9717aac8bb61039ed58c387e4fa250,150deff5.json,training,edit,2,1,0,wrong color (expected one of 2/5),wrong_color,0.0,0,1.8105,0.2222222222222222,24,8,11
8b9717aac8bb61039ed58c387e4fa250,150deff5.json,training,edit,2,2,0,wrong color (expected one of 2/5),wrong_color,0.0,0,1.8105,0.2222222222222222,24,8,11
8b9717aac8bb61039ed58c387e4fa250,150deff5.json,training,edit,2,3,0,wrong color (expected one of 2/5),wrong_color,0.0,0,1.8105,0.2222222222222222,24,8,11
8b9717aac8bb61039ed58c387e4fa250,150deff5.json,training,edit,2,4,0,wrong color (expected one of 5/8),wrong_color,0.0,0,1.8105,0.2222222222222222,24,8,11
8b9717aac8bb61039ed58c387e4fa250,150deff5.json,training,edit,2,5,0,wrong color (expected one of 5/8),wrong_color,0.0,0,1.8105,0.2222222222222222,24,8,11
8b9717aac8bb61039ed58c387e4fa250,150deff5.json,training,edit,3,4,0,wrong color (expected one of 5/8),wrong_color,0.0,0,1.8105,0.2222222222222222,24,8,11
8b9717aac8bb61039ed58c387e4fa250,150deff5.json,training,edit,3,5,0,wrong color (expected one of 5/8),wrong_color,0.0,0,1.8105,0.2222222222222222,24,8,11
8b9717aac8bb61039ed58c387e4fa250,150deff5.json,training,edit,4,3,0,wrong color (expected one of 2/5),wrong_color,0.0,0,1.8105,0.2222222222222222,24,8,11
8b9717aac8bb61039ed58c387e4fa250,150deff5.json,training,edit,4,4,0,wrong color (expected one of 2/5),wrong_color,0.0,0,1.8105,0.2222222222222222,24,8,11
8b9717aac8bb61039ed58c387e4fa250,150deff5.json,training,edit,5,5,0,wrong color (expected one of 5/8),wrong_color,0.0,0,1.8105,0.2222222222222222,24,8,11
8b9717aac8bb61039ed58c387e4fa250,150deff5.json,training,edit,6,5,0,wrong color (expected one of 5/8),wrong_color,0.0,0,1.8105,0.2222222222222222,24,8,11
bf66a164234034d4709666dc364c8d55,150deff5.json,training,edit,0,8,2,wrong color (expected 0),wrong_color,1.0,1,1.8105,0.2222222222222222,24,8,11
eb56ec479a3e4a3fef3ad75d8f275928,178fcbfb.json,training,edit,3,4,2,wrong color (expected one of 0/3),wrong_color,0.0,1,0.7035,0.3333333333333333,54,12,11
eb56ec479a3e4a3fef3ad75d8f275928,178fcbfb.json,training,edit,0,4,2,wrong color (expected one of 0/3),wrong_color,0.0,1,0.7035,0.3333333333333333,54,12,11
eb56ec479a3e4a3fef3ad75d8f275928,178fcbfb.json,training,edit,7,4,2,wrong color (expected one of 0/1),wrong_color,0.0,1,0.7035,0.3333333333333333,54,12,11
eb56ec479a3e4a3fef3ad75d8f275928,178fcbfb.json,training,edit,9,4,2,wrong color (expected one of 0/1),wrong_color,0.0,1,0.7035,0.3333333333333333,54,12,11
eb56ec479a3e4a3fef3ad75d8f275928,178fcbfb.json,training,edit,0,9,2,wrong color (expected one of 0/3),wrong_color,0.0,1,0.7035,0.3333333333333333,54,12,11
eb56ec479a3e4a3fef3ad75d8f275928,178fcbfb.json,training,edit,3,9,2,wrong color (expected one of 0/3),wrong_color,0.0,1,0.7035,0.3333333333333333,54,12,11
eb56ec479a3e4a3fef3ad75d8f275928,178fcbfb.json,training,edit,7,9,2,wrong color (expected one of 0/1),wrong_color,0.0,1,0.7035,0.3333333333333333,54,12,11
eb56ec479a3e4a3fef3ad75d8f275928,178fcbfb.json,training,edit,9,9,2,wrong color (expected one of 0/1),wrong_color,0.0,1,0.7035,0.3333333333333333,54,12,11
a1ed73544bc9ce777ecbf84a402b407b,1a07d186.json,training,edit,12,12,3,wrong color (expected 0),wrong_color,3.0,1,2.9735,0.4444444444444444,18,19,26
a1ed73544bc9ce777ecbf84a402b407b,1a07d186.json,training,edit,13,12,3,wrong color (expected 0),wrong_color,4.0,1,2.9735,0.4444444444444444,18,19,26
a1ed73544bc9ce777ecbf84a402b407b,1a07d186.json,training,edit,14,12,3,wrong color (expected 0),wrong_color,3.0,1,2.9735,0.4444444444444444,18,19,26
a1ed73544bc9ce777ecbf84a402b407b,1a07d186.json,training,edit,15,12,3,wrong color (expected 0),wrong_color,2.0,1,2.9735,0.4444444444444444,18,19,26
25c479b3a670f80770242190d6b0a1a8,1b2d62fb.json,training,edit,3,1,8,wrong color (expected one of 0/9),wrong_color,0.0,1,1.4595,0.2222222222222222,15,5,7
25c479b3a670f80770242190d6b0a1a8,1b2d62fb.json,training,edit,1,2,8,wrong color (expected one of 0/9),wrong_color,0.0,1,1.4595,0.2222222222222222,15,5,7
25c479b3a670f80770242190d6b0a1a8,1b2d62fb.json,training,edit,1,1,8,wrong color (expected one of 0/9),wrong_color,0.0,1,1.4595,0.2222222222222222,15,5,7
25c479b3a670f80770242190d6b0a1a8,1b2d62fb.json,training,edit,0,0,8,wrong color (expected one of 0/9),wrong_color,0.0,1,1.4595,0.2222222222222222,15,5,7
25c479b3a670f80770242190d6b0a1a8,1b2d62fb.json,training,edit,2,0,8,wrong color (expected one of 0/9),wrong_color,0.0,1,1.4595,0.2222222222222222,15,5,7
16cc2e4ab0e117ad863ecadbc77288f6,1b60fb0c.json,training,edit,4,3,2,wrong color (expected 0),wrong_color,1.0,1,4.3335,0.1111111111111111,9,10,10
16cc2e4ab0e117ad863ecadbc77288f6,1b60fb0c.json,training,edit,3,2,2,wrong color (expected 0),wrong_color,1.0,1,4.3335,0.1111111111111111,9,10,10
16cc2e4ab0e117ad863ecadbc77288f6,1b60fb0c.json,training,edit,4,0,2,wrong color (expected 0),wrong_color,1.0,1,4.3335,0.1111111111111111,9,10,10
16cc2e4ab0e117ad863ecadbc77288f6,1b60fb0c.json,training,edit,3,2,2,wrong color (expected 0),wrong_color,1.0,1,4.3335,0.1111111111111111,9,10,10
16cc2e4ab0e117ad863ecadbc77288f6,1b60fb0c.json,training,edit,4,3,2,wrong color (expected 0),wrong_color,1.0,1,4.3335,0.1111111111111111,9,10,10
16cc2e4ab0e117ad863ecadbc77288f6,1b60fb0c.json,training,edit,4,0,2,wrong color (expected 0),wrong_color,1.0,1,4.3335,0.1111111111111111,9,10,10
16cc2e4ab0e117ad863ecadbc77288f6,1b60fb0c.json,training,edit,4,0,2,wrong color (expected 0),wrong_color,1.0,1,4.3335,0.1111111111111111,9,10,10
16cc2e4ab0e117ad863ecadbc77288f6,1b60fb0c.json,training,edit,4,3,2,wrong color (expected 0),wrong_color,1.0,1,4.3335,0.1111111111111111,9,10,10
16cc2e4ab0e117ad863ecadbc77288f6,1b60fb0c.json,training,edit,4,0,2,wrong color (expected 0),wrong_color,1.0,1,4.3335,0.1111111111111111,9,10,10
3813ca0ba11b09e86979c470f0e6725e,1b60fb0c.json,training,edit,5,9,1,wrong color (expected 0),wrong_color,6.0,0,4.3335,0.1111111111111111,9,10,10
3813ca0ba11b09e86979c470f0e6725e,1b60fb0c.json,training,edit,6,2,2,wrong color (expected 0),wrong_color,1.0,1,4.3335,0.1111111111111111,9,10,10
3813ca0ba11b09e86979c470f0e6725e,1b60fb0c.json,training,edit,4,3,2,wrong color (expected 0),wrong_color,1.0,1,4.3335,0.1111111111111111,9,10,10
821f27ade1920224808280a9e9a5b503,1b60fb0c.json,training,edit,6,2,2,wrong color (expected 0),wrong_color,1.0,1,4.3335,0.1111111111111111,9,10,10
eb56ec479a3e4a3fef3ad75d8f275928,1b60fb0c.json,training,edit,6,2,2,wrong color (expected 0),wrong_color,1.0,1,4.3335,0.1111111111111111,9,10,10
eb56ec479a3e4a3fef3ad75d8f275928,1b60fb0c.json,training,edit,3,2,2,wrong color (expected 0),wrong_color,1.0,1,4.3335,0.1111111111111111,9,10,10
eb56ec479a3e4a3fef3ad75d8f275928,1b60fb0c.json,training,edit,3,2,2,wrong color (expected 0),wrong_color,1.0,1,4.3335,0.1111111111111111,9,10,10
6e8b87dd3f3994881c74e6b51ba3776d,1bfc4729.json,training,edit,4,0,8,wrong color (expected one of 0/2),wrong_color,0.0,1,0.66,0.2222222222222222,50,10,10
a4d6115ab99ef8d43ef67fcf30e8c944,1bfc4729.json,training,edit,2,4,0,wrong color (expected 2),wrong_color,1.0,0,0.66,0.2222222222222222,50,10,10
3813ca0ba11b09e86979c470f0e6725e,1bfc4729.json,training,edit,1,2,2,wrong color (expected 0),wrong_color,1.0,1,0.66,0.2222222222222222,50,10,10
3813ca0ba11b09e86979c470f0e6725e,1bfc4729.json,training,edit,1,6,2,wrong color (expected 0),wrong_color,1.0,1,0.66,0.2222222222222222,50,10,10
3813ca0ba11b09e86979c470f0e6725e,1bfc4729.json,training,edit,1,5,2,wrong color (expected 0),wrong_color,1.0,1,0.66,0.2222222222222222,50,10,10
3813ca0ba11b09e86979c470f0e6725e,1bfc4729.json,training,edit,5,9,2,wrong color (expected one of 0/8),wrong_color,0.0,1,0.66,0.2222222222222222,50,10,10
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,1,2,8,wrong color (expected 0),wrong_color,1.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,1,3,2,wrong color (expected 8),wrong_color,1.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,5,5,1,wrong color (expected one of 0/8),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,5,4,1,wrong color (expected one of 2/8),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,5,3,1,wrong color (expected one of 2/3),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,5,2,1,wrong color (expected 8),wrong_color,1.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,5,1,1,wrong color (expected one of 0/8),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,5,6,1,wrong color (expected 8),wrong_color,1.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,4,7,1,wrong color (expected one of 2/3),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,4,6,1,wrong color (expected one of 0/3),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,1,4,1,wrong color (expected one of 2/8),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,1,3,1,wrong color (expected 8),wrong_color,1.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,0,2,1,wrong color (expected one of 0/8),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,0,1,1,wrong color (expected 0),wrong_color,1.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,1,0,1,wrong color (expected one of 0/8),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,6,0,1,wrong color (expected one of 0/8),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,6,1,1,wrong color (expected one of 0/8),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,7,2,1,wrong color (expected 8),wrong_color,1.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,7,3,1,wrong color (expected one of 3/8),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,6,4,1,wrong color (expected one of 0/8),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,4,5,1,wrong color (expected one of 3/8),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,1,2,1,wrong color (expected 0),wrong_color,1.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,2,1,1,wrong color (expected one of 0/2),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,4,0,1,wrong color (expected one of 0/8),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,4,3,1,wrong color (expected one of 3/8),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,4,4,1,wrong color (expected one of 0/3),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,2,2,1,wrong color (expected one of 0/8),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,4,2,1,wrong color (expected 8),wrong_color,1.0,1,4.6235,0.4444444444444444,54,17,16
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,edit,6,2,1,wrong color (expected one of 2/8),wrong_color,0.0,1,4.6235,0.4444444444444444,54,17,16
