participant_id,task_name,task_type,n_off_path,n_edit_steps,n_target_cells,frac_wrong_color,frac_wrong_coord,mean_dist_to_target,rand_baseline_dist,dist_delta,color_relevance,rand_baseline_color,color_delta,off_path_rate
2c730cf378fa751e079a8582beab9ad7,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
2e7d5ca3f138d5b3a952654f0b3e405c,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
2f3c34f6804cc1410db866e589d5c3dc,1e0a9b12.json,training,2,2,10,0.0,1.0,1.5,0.6615,-0.8385,1.0,0.6666666666666666,0.33333333333333337,0.2
34f7e4efcb37ae73f626d6a331b50cc1,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
4affd3ef9a848d16093358ca301886e6,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
5106f81a3451091e5b4732254e974268,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
5ceaf89932280233189336e8c517ef9b,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
60961232d00d04a020d7581a31a45ae9,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
6874f0f5ef455246df0a136923086497,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
89a92ffbd376420cf0facae4d963fe7b,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
8a6618e02b27c51ec7af66e0482f9598,1e0a9b12.json,training,2,2,10,1.0,0.0,1.0,0.6615,-0.3385,1.0,0.6666666666666666,0.33333333333333337,0.2
8ff70fb78af32b21b5fe3f647ebc9bcc,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
97da5a6d4139e31e47e05fbc5f7f799c,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
a0f38b9a45451557246895e3d404e584,1e0a9b12.json,training,1,1,10,1.0,0.0,0.0,0.6615,0.6615,1.0,0.6666666666666666,0.33333333333333337,0.1
a2c073e4409210c5b6b79573b6ceedd4,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
ac8d7e981b3e6bdefa2b1fe14203fb19,1e0a9b12.json,training,4,4,10,1.0,0.0,1.0,0.6615,-0.3385,1.0,0.6666666666666666,0.33333333333333337,0.4
b4d97dd14bcb2d4d0d05bd04928a7e2b,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
c4d476d58119fdac1ed7f099e9e1715f,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
ca10f9fa3b6c0be47a8f8df216bec019,1e0a9b12.json,training,1,1,10,1.0,0.0,1.0,0.6615,-0.3385,1.0,0.6666666666666666,0.33333333333333337,0.1
e4aad3d62e31d9a813bdab777f2ce7db,1e0a9b12.json,training,1,1,10,1.0,0.0,0.0,0.6615,0.6615,1.0,0.6666666666666666,0.33333333333333337,0.1
ea1172b7221bde42e6a5235374647630,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
f19b058ef0092b8ff31f580c73e9dc51,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
f8fe319ac43f53ff18a4b8de15988d23,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
11bb9f0ba0c2cec8b1ea5629e4107d20,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
a404e9216c9c854585bb2547aadea12b,1e0a9b12.json,training,5,5,10,1.0,0.0,0.8,0.6615,-0.13850000000000007,1.0,0.6666666666666666,0.33333333333333337,0.5
5d83a52178e710721682244db8e23eb6,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
14029d6d9faad3a8d5d66ebad48dcd8c,1e32b0e9.json,training,17,17,54,1.0,0.0,0.058823529411764705,1.6,1.5411764705882354,0.058823529411764705,0.1111111111111111,-0.0522875816993464,0.3148148148148148
25c479b3a670f80770242190d6b0a1a8,1e32b0e9.json,training,0,0,0,,,,,,,0.0,,
4d59d4f95ecb8b10e30151c05c5e3821,1e32b0e9.json,training,4,4,54,1.0,0.0,2.25,1.6,-0.6499999999999999,1.0,0.1111111111111111,0.8888888888888888,0.07407407407407407
56b32c8c22bbec221d6689e995e194d7,1e32b0e9.json,training,0,0,0,,,,,,,0.0,,
da0da70f01db728bb465ab904a135d9e,1e32b0e9.json,training,1,1,54,1.0,0.0,1.0,1.6,0.6000000000000001,1.0,0.1111111111111111,0.8888888888888888,0.018518518518518517
dd5a847778be2594fe617eb1965fe9e3,1e32b0e9.json,training,0,0,0,,,,,,,0.0,,
3813ca0ba11b09e86979c470f0e6725e,1e32b0e9.json,training,0,0,0,,,,,,,0.0,,
dda10b01506628ed6b3e938cff424852,1e32b0e9.json,training,1,1,54,1.0,0.0,1.0,1.6,0.6000000000000001,1.0,0.1111111111111111,0.8888888888888888,0.018518518518518517
3d6892fdef151e10ab09de77b4e5e6a0,1f0c79e5.json,training,4,4,23,1.0,0.0,0.25,2.772,2.522,0.0,0.1111111111111111,-0.1111111111111111,0.17391304347826086
4d59d4f95ecb8b10e30151c05c5e3821,1f642eb9.json,training,1,1,7,1.0,0.0,0.0,2.903,2.903,0.0,0.6666666666666666,-0.6666666666666666,0.14285714285714285
